rank,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url_region_hint,url_region_status,url,score,source
432,2022,Ford,F-150,xlt,2,34995,No change noted,Unchanged for 1 weeks,1,34995,34995,0,0,114000,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1740573125,cambridge,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/cambridge/2022-ford-f-150-xlt-no-accidents-5-0-v8/1740573125,,Kijiji
433,2022,Ford,F-150,xl,1,34995,No change noted,First seen this week,0,34995,34995,0,0,150729,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1740793476,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2022-ford-f-150-xl-4wd-supercrew-5-5-box-b-s-a-navi-cam-immacul/1740793476,,Kijiji
434,2022,Ford,F-150,Unknown,1,35000,No change noted,Unchanged for 4 weeks,4,35000,35000,0,0,161000,Unknown,Gas,Salvage/rebuilt,N/A,Unknown,Private,"Camrose, AB","Camrose, AB",,disabled_unverified_location,1739529699,st-albert,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/st-albert/ford-f150/1739529699,,Kijiji
435,2022,Ford,F-150,fx4,3,35800,No change noted,First seen this week,0,35800,35800,0,0,166989,3.5L,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1740562574,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2022-ford-f-150-xlt-302a-sport-3-5l-eco-longbox-fx4/1740562574,,Kijiji
436,2022,Ford,F-150,xlt,2,35888,No change noted,"Down $1,000 over 5 weeks",5,36888,36888,-1000,-1000,154191,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1738603964,cranbrook,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/cranbrook/2022-ford-f-150-xlt-remote-start-apple-carplay-343-b-w/1738603964,,Kijiji
437,2022,Ford,F-150,xlt,2,35888,No change noted,First seen this week,0,35888,35888,0,0,185452,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1740748800,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2022-ford-f-150-xlt/1740748800,,Kijiji
438,2022,Ford,F-150,xlt,2,35988,No change noted,Unchanged for 10 weeks,10,35988,35988,0,0,142100,3.5L,Gas,Unknown,N/A,Unknown,Dealer,"Regina, SK","Regina, SK",,disabled_unverified_location,1735792507,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2022-ford-f-150-xlt-4x4-3-5l-ecoboost-66-box/1735792507,,Kijiji
439,2022,Ford,F-150,xlt,2,35995,No change noted,"Up $6,000 over 8 weeks",8,29995,35995,0,6000,196449,3.5L,Gas,Unknown,N/A,Unknown,Private,"Saskatoon, SK","Saskatoon, SK",,disabled_unverified_location,1736922010,saskatoon,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/saskatoon/2022-ford-f-150-xlt-crew-cab-3-5l-v6-command-start-heated-se/1736922010,,Kijiji
440,2022,Ford,F-150,xlt,2,36888,No change noted,First seen this week,0,36888,36888,0,0,168872,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1740748802,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2022-ford-f-150-xlt/1740748802,,Kijiji
441,2022,Ford,F-150,xlt,2,36990,No change noted,Unchanged for 4 weeks,4,36990,36990,0,0,151250,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1739359934,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2022-ford-f-150-xlt-4wd-supercrew-6-5-box/1739359934,,Kijiji
442,2022,Ford,F-150,xlt,2,36998,No change noted,Unchanged for 10 weeks,10,36998,36998,0,0,143203,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1734596591,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2022-ford-f-150-xlt-4wd-supercrew-5-5-box/1734596591,,Kijiji
443,2022,Ford,F-150,lariat,3,37945,No change noted,Unchanged for 8 weeks,8,37945,37945,0,0,139811,3.5L,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1737657573,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2022-ford-f-150-lariat-3-5l-nav-sunroof-canopy/1737657573,,Kijiji
444,2022,Ford,F-150,xlt,2,37998,No change noted,Unchanged for 10 weeks,10,37998,37998,0,0,57085,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1738090942,ottawa,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/ottawa/2022-ford-f-150/1738090942,,Kijiji
445,2022,Ford,F-150,xlt,2,37998,No change noted,Unchanged for 1 weeks,1,37998,37998,0,0,118284,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1740290708,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2022-ford-f-150-xlt/1740290708,,Kijiji
446,2022,Ford,F-150,xlt,2,37999,No change noted,"Down $2,000 over 3 weeks",3,39999,38250,-251,-2000,96727,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Olds, AB","Olds, AB",,disabled_unverified_location,1739924042,medicine-hat,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/medicine-hat/2022-ford-f-150-xlt-300a/1739924042,,Kijiji
447,2022,Ford,F-150,xlt,2,37999,No change noted,Unchanged for 2 weeks,2,37999,37999,0,0,127053,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Saskatoon, SK","Saskatoon, SK",,disabled_unverified_location,1740242120,saskatoon,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/saskatoon/2022-ford-f-150-xlt/1740242120,,Kijiji
448,2022,Ford,F-150,Unknown,1,38977,No change noted,"Down $1,018 over 10 weeks",10,39995,39995,-1018,-1018,98588,3.5L,Gas,Unknown,N/A,Unknown,Private,"Swift Current, SK","Swift Current, SK",,disabled_unverified_location,1734259989,moose-jaw,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/moose-jaw/2022-ford-f-150-xtr-3-5l-ecoboost-remote-start-trailer-bra/1734259989,,Kijiji
449,2022,Ford,F-150,Unknown,1,38999,No change noted,Unchanged for 10 weeks,10,38999,38999,0,0,167317,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1737579813,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2022-ford-f-150-4wd-supercrew-box-accident-free-1-owner/1737579813,,Kijiji
450,2022,Ford,F-150,xlt,2,39409,No change noted,Down $410 over 10 weeks,10,39819,39409,0,-410,69573,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1724535305,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2022-ford-f-150/1724535305,,Kijiji
451,2022,Ford,F-150,tremor,3,39507,No change noted,"Down $6,000 over 9 weeks",9,45507,39507,0,-6000,141828,3.5L,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1737875421,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2022-ford-f-150-tremor-crew-cab-3-5l-ecoboost-carplay/1737875421,,Kijiji
452,2022,Ford,F-150,xlt,2,39682,No change noted,Up $738 over 6 weeks,6,38944,40794,-1112,738,98701,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1733833702,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2022-ford-f-150-xlt-4wd-supercrew-5-5-box-302a-xl-4wd-supercrew/1733833702,,Kijiji
453,2022,Ford,F-150,lariat,3,39900,No change noted,Unchanged for 1 weeks,1,39900,39900,0,0,184000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1740314392,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/f150-ford-black-loaded/1740314392,,Kijiji
454,2022,Ford,F-150,xlt,2,39909,No change noted,Down $139 over 10 weeks,10,40048,39909,0,-139,79143,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1724535444,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2022-ford-f-150/1724535444,,Kijiji
455,2022,Ford,F-150,lariat,3,39990,No change noted,Unchanged for 10 weeks,10,39990,39990,0,0,156520,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1725973605,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2022-ford-f-150-lariat-no-fees/1725973605,,Kijiji
456,2022,Ford,F-150,xlt,2,39993,No change noted,First seen this week,0,39993,39993,0,0,88001,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Ponoka, AB","Ponoka, AB",,disabled_unverified_location,1740698501,fort-mcmurray,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/fort-mcmurray/2022-ford-f-150-xlt-remote-start-apple-carplay/1740698501,,Kijiji
457,2022,Ford,F-150,Unknown,1,39995,No change noted,Unchanged for 1 weeks,1,39995,39995,0,0,58265,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Prince Albert, SK","Prince Albert, SK",,disabled_unverified_location,1740470133,owen-sound,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/owen-sound/2022-ford-f150-xlt-4x4/1740470133,,Kijiji
458,2022,Ford,F-150,xl,1,39995,No change noted,Unchanged for 4 weeks,4,39995,39995,0,0,65500,Unknown,Gas,Unknown,N/A,Unknown,Private,"Saskatoon, SK","Saskatoon, SK",,disabled_unverified_location,1739638820,saskatoon,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/saskatoon/ford-f-150-xl-2022/1739638820,,Kijiji
459,2022,Ford,F-150,lariat,3,39995,No change noted,Unchanged for 2 weeks,2,39995,39995,0,0,162000,5.0L,Gas,No accidents reported,N/A,Unknown,Private,"Moose Jaw, SK","Moose Jaw, SK",,disabled_unverified_location,1740149183,ottawa,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/ottawa/2022-ford-f-150-lariat-5-0l-v8-longbox-clean-carfax-pano-roof/1740149183,,Kijiji
460,2022,Ford,F-150,xl,1,39998,No change noted,"Down $2,000 over 10 weeks",10,41998,39998,0,-2000,69724,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1736813975,ottawa,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/ottawa/2022-ford-f-150/1736813975,,Kijiji
461,2022,Ford,F-150,xlt,2,39998,No change noted,Unchanged for 1 weeks,1,39998,39998,0,0,111568,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1740290711,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2022-ford-f-150-xlt-new-arrival/1740290711,,Kijiji
462,2022,Ford,F-150,xlt,2,39999,No change noted,Unchanged for 3 weeks,3,39999,39999,0,0,98779,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Saskatoon, SK","Saskatoon, SK",,disabled_unverified_location,1740014168,saskatoon,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/saskatoon/ford-f-150-xlt-2022/1740014168,,Kijiji
463,2022,Ford,F-150,xlt,2,40090,No change noted,"Down $1,300 over 6 weeks",6,41390,40490,-400,-1300,71642,Unknown,Gas,Unknown,N/A,Unknown,Private,"Moose Jaw, SK","Moose Jaw, SK",,disabled_unverified_location,1737733692,ottawa,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/ottawa/2022-ford-f-150-xlt-301a-crew-cab-standard-bed/1737733692,,Kijiji
464,2022,Ford,F-150,xlt,2,40490,No change noted,Unchanged for 1 weeks,1,40490,40490,0,0,95169,Unknown,Gas,Unknown,N/A,Unknown,Private,"Moose Jaw, SK","Moose Jaw, SK",,disabled_unverified_location,1739889149,ottawa,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/ottawa/2022-ford-f-150-xlt-302a-crew-cab-short-bed/1739889149,,Kijiji
465,2022,Ford,F-150,Unknown,1,40530,No change noted,First seen this week,0,40530,40530,0,0,96001,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1740883881,la-ronge,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/la-ronge/2022-ford-f-150-unknown/1740883881,,Kijiji
466,2022,Ford,F-150,xlt,2,40590,No change noted,Up $200 over 5 weeks,5,40390,40590,0,200,105700,Unknown,Gas,Unknown,N/A,Unknown,Private,"Moose Jaw, SK","Moose Jaw, SK",,disabled_unverified_location,1738926971,ottawa,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/ottawa/2022-ford-f-150-xlt-302a-crew-cab-short-bed/1738926971,,Kijiji
467,2022,Ford,F-150,xlt,2,40704,No change noted,Unchanged for 8 weeks,8,40704,40704,0,0,26881,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Olds, AB","Olds, AB",,disabled_unverified_location,1738397264,medicine-hat,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/medicine-hat/2022-ford-f-150-xlt/1738397264,,Kijiji
468,2022,Ford,F-150,xlt,2,40998,No change noted,Unchanged for 10 weeks,10,40998,40998,0,0,99325,Unknown,Gas,Unknown,N/A,Unknown,Private,"Moose Jaw, SK","Moose Jaw, SK",,disabled_unverified_location,1737501818,ottawa,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/ottawa/2022-ford-f-150/1737501818,,Kijiji
469,2022,Ford,F-150,xlt,2,40999,No change noted,Unchanged for 1 weeks,1,40999,40999,0,0,92215,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Saskatoon, SK","Saskatoon, SK",,disabled_unverified_location,1740564794,saskatoon,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/saskatoon/2022-ford-f-150-xlt/1740564794,,Kijiji
470,2022,Ford,F-150,xlt,2,41000,No change noted,Unchanged for 4 weeks,4,41000,41000,0,0,64225,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1739457130,sudbury,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/sudbury/2022-ford-f-150/1739457130,,Kijiji
471,2022,Ford,F-150,xlt,2,41562,No change noted,"Down $2,140 over 5 weeks",5,43702,41562,0,-2140,71805,3.5L,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1738558034,brandon,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/brandon/2022-ford-f-150-xlt-4wd-trailer-pkg-backup-camera/1738558034,,Kijiji
472,2022,Ford,F-150,xlt,2,41890,No change noted,First seen this week,0,41890,41890,0,0,77800,Unknown,Gas,Unknown,N/A,Unknown,Private,"Moose Jaw, SK","Moose Jaw, SK",,disabled_unverified_location,1740528930,ottawa,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/ottawa/2022-ford-f-150-xlt-302a-crew-cab-short-bed/1740528930,,Kijiji
473,2022,Ford,F-150,lariat,3,42500,No change noted,Unchanged for 1 weeks,1,42500,42500,0,0,140000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1740463969,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2022-ford-f150-lariat/1740463969,,Kijiji
474,2022,Ford,F-150,lariat,3,42898,No change noted,Unchanged for 1 weeks,1,42898,42898,0,0,99087,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1740841383,oakville-halton-region,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2022-ford-f-150/1740841383,,Kijiji
475,2022,Ford,F-150,tremor,3,42966,No change noted,"Down $1,870 over 8 weeks",8,44836,42899,67,-1870,122349,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1738352691,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2022-ford-f-150-tremor-4wd-supercrew-5-5-box/1738352691,,Kijiji
476,2022,Ford,F-150,xlt,2,42980,No change noted,Unchanged for 10 weeks,10,42980,42980,0,0,70331,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1731476722,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2022-ford-f-150-xlt/1731476722,,Kijiji
477,2022,Ford,F-150,lariat,3,42987,No change noted,First seen this week,0,42987,42987,0,0,122550,Unknown,Gas,Unknown,N/A,Unknown,Private,"West Kelowna, BC","West Kelowna, BC",,disabled_unverified_location,1740468241,city-of-toronto,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2022-ford-f-150-lariat-4wd-supercrew-ecoboost-fx4offroad-loaded/1740468241,,Kijiji
478,2022,Ford,F-150,xlt,2,42990,No change noted,Unchanged for 5 weeks,5,42990,42990,0,0,36449,3.3L,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1739068125,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/xlt-supercrew-3-3l-4x4/1739068125,,Kijiji
479,2022,Ford,F-150,lariat,3,42990,No change noted,Unchanged for 5 weeks,5,42990,42990,0,0,134579,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1739066783,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2022-ford-f-150-lariat-4wd-supercrew-5-5-box/1739066783,,Kijiji
480,2022,Ford,F-150,lariat,3,42990,No change noted,Unchanged for 10 weeks,10,42990,42990,0,0,154870,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1724513610,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2022-ford-f-150-lariat-no-fees/1724513610,,Kijiji
481,2022,Ford,F-150,Unknown,1,42995,No change noted,Unchanged for 11 weeks,11,42995,42995,0,0,68866,Unknown,Gas,Unknown,N/A,Unknown,Private,"Saskatoon, SK","Saskatoon, SK",,disabled_unverified_location,1724360099,saskatoon,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/saskatoon/2022-ford-f-150/1724360099,,Kijiji
482,2022,Ford,F-150,lariat,3,42997,No change noted,"Up $1,000 over 2 weeks",2,41997,42997,0,1000,138943,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1739966406,grande-prairie,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/grande-prairie/2022-ford-f-150-lariat/1739966406,,Kijiji
483,2022,Ford,F-150,fx4,3,43995,No change noted,Unchanged for 9 weeks,9,43995,43995,0,0,90800,3.5L,Gas,Unknown,N/A,Unknown,Private,"Moose Jaw, SK","Moose Jaw, SK",,disabled_unverified_location,1734112388,ottawa,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/ottawa/2022-ford-f-150-xlt-fx4-crew-4x4-3-5l-ecoboost-302a-1-owne/1734112388,,Kijiji
484,2022,Ford,F-150,lariat,3,43995,No change noted,Unchanged for 1 weeks,1,43995,43995,0,0,129329,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1739636498,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2022-ford-f-150/1739636498,,Kijiji
485,2022,Ford,F-150,Unknown,1,44500,No change noted,"Down $4,000 over 2 weeks",2,48500,44500,0,-4000,69500,Unknown,Gas,Unknown,N/A,Unknown,Private,"Saskatoon, SK","Saskatoon, SK",,disabled_unverified_location,1740413897,saskatoon,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/saskatoon/2022-ford-f-150/1740413897,,Kijiji
486,2022,Ford,F-150,lariat,3,44500,No change noted,"Down $2,000 over 7 weeks",7,46500,44500,0,-2000,151300,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1738456670,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2022-ford-f-150-lariat-supercrew-157-tow-pkg-co-pilot-360/1738456670,,Kijiji
487,2022,Ford,F-150,xlt,2,44595,No change noted,Unchanged for 3 weeks,3,44595,44595,0,0,123375,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1739692603,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2022-ford-f-150-xlt-12-display-apple-carplay-blind-spot/1739692603,,Kijiji
488,2022,Ford,F-150,lariat,3,44900,No change noted,Unchanged for 10 weeks,10,44900,44900,0,0,123073,3.5L,Gas,No accidents reported,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1734787172,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2022-ford-f-150-lariat-4wd-supercrew-5-5-box-3-5l-engine-no-a/1734787172,,Kijiji
489,2022,Ford,F-150,lariat,3,44995,No change noted,Unchanged for 6 weeks,6,44995,44995,0,0,71114,2.7L,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1739019320,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2022-ford-f-150-lariat-4x4-2-7l-navigation-b-cam-leather/1739019320,,Kijiji
490,2022,Ford,F-150,xlt,2,45000,No change noted,"Down $3,000 over 8 weeks",8,48000,45000,0,-3000,107000,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1738235548,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2022-f150-xlt/1738235548,,Kijiji
491,2022,Ford,F-150,xlt,2,45000,No change noted,Unchanged for 8 weeks,8,45000,45000,0,0,108000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Saskatoon, SK","Saskatoon, SK",,disabled_unverified_location,1738598669,saskatoon,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/saskatoon/2022-ford-f150-xlt-3-5-overland-build/1738598669,,Kijiji
492,2022,Ford,F-150,xlt,2,45000,No change noted,Unchanged for 4 weeks,4,45000,45000,0,0,138700,Unknown,Gas,Unknown,N/A,Unknown,Private,"Saskatoon, SK","Saskatoon, SK",,disabled_unverified_location,1735893454,saskatoon,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/saskatoon/2022-f150-xlt-sport/1735893454,,Kijiji
493,2022,Ford,F-150,lariat,3,45000,No change noted,Unchanged for 7 weeks,7,45000,45000,0,0,171000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Medicine Hat, AB","Medicine Hat, AB",,disabled_unverified_location,1736747313,lethbridge,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/lethbridge/2022-f150-lariat/1736747313,,Kijiji
494,2022,Ford,F-150,xlt,2,45190,No change noted,First seen this week,0,45190,45190,0,0,84000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Moose Jaw, SK","Moose Jaw, SK",,disabled_unverified_location,1740484501,ottawa,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/ottawa/2022-ford-f-150-xlt-crew-cab-standard-bed/1740484501,,Kijiji
495,2022,Ford,F-150,lariat,3,45495,No change noted,"Down $2,500 over 7 weeks",7,47995,45995,-500,-2500,126103,Unknown,Gas,Unknown,N/A,Unknown,Private,"Prince Albert, SK","Prince Albert, SK",,disabled_unverified_location,1737245628,mississauga-peel-region,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2022-ford-f-150-lariat-v8-loaded-nav-pano-roof/1737245628,,Kijiji
496,2022,Ford,F-150,lariat,3,45499,No change noted,"Down $2,500 over 10 weeks",10,47999,46499,-1000,-2500,75228,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Camrose, AB","Camrose, AB",,disabled_unverified_location,1737505861,strathcona-county,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/strathcona-county/2022-ford-f-150-lariat-trailer-tow-pkg/1737505861,,Kijiji
497,2022,Ford,F-150,xlt,2,45890,No change noted,Down $100 over 6 weeks,6,45990,46290,-400,-100,45707,Unknown,Gas,Unknown,N/A,Unknown,Private,"Moose Jaw, SK","Moose Jaw, SK",,disabled_unverified_location,1738773336,ottawa,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/ottawa/2022-ford-f-150-xlt-302a-crew-cab-short-bed/1738773336,,Kijiji
498,2022,Ford,F-150,xlt,2,45990,No change noted,Unchanged for 6 weeks,6,45990,45990,0,0,46501,5.0L,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1739112467,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2022-ford-f-150-xlt-300a-tow-pkg-5-0l/1739112467,,Kijiji
499,2022,Ford,F-150,xlt,2,45993,No change noted,Unchanged for 3 weeks,3,45993,45993,0,0,45313,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Ponoka, AB","Ponoka, AB",,disabled_unverified_location,1739778557,fort-mcmurray,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/fort-mcmurray/2022-ford-f-150-xlt-remote-start-apple-carplay/1739778557,,Kijiji
500,2022,Ford,F-150,lariat,3,46490,No change noted,"Down $3,500 over 10 weeks",10,49990,46990,-500,-3500,62928,Unknown,Gas,Unknown,N/A,Unknown,Private,"Moose Jaw, SK","Moose Jaw, SK",,disabled_unverified_location,1736624327,ottawa,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/ottawa/2022-ford-f-150-lariat-502a-crew-cab-short-bed/1736624327,,Kijiji
501,2022,Ford,F-150,platinum,3,46495,No change noted,Unchanged for 6 weeks,6,46495,46495,0,0,184000,Unknown,Gas,Accident reported,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1739117437,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2022-ford-f-150-platinum-running-boards-power-liftgate/1739117437,,Kijiji
502,2022,Ford,F-150,xlt,2,46998,No change noted,Unchanged for 2 weeks,2,46998,46998,0,0,59949,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1740154854,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2022-ford-f-150-xlt-new-arrival/1740154854,,Kijiji
